"","eid","sex"
"2877",1028773,1
"2878",1028782,1
"2879",1028798,0
"2880",1028802,1
"2881",1028815,1
"2882",1028823,0
"2883",1028830,0
"2884",1028841,1
"2885",1028859,1
"2886",1028864,0
"2887",1028877,1
"2888",1028888,1
"2889",1028896,0
"2890",1028903,1
"2891",1028911,1
"2892",1028922,0
"2893",1028936,0
"2894",1028945,0
"2895",1028958,1
"2896",1028967,1
"2897",1028974,1
"2898",1028989,1
"2899",1028990,0
"2900",1029009,1
"2901",1029017,0
"2902",1029024,1
"2903",1029038,1
"2904",1029046,0
"2905",1029052,0
"2906",1029063,1
"2907",1029075,0
"2908",1029080,0
"2909",1029091,1
"2910",1029108,0
"2911",1029114,0
"2912",1029127,1
"2913",1029139,0
"2914",1029140,1
"2915",1029153,1
"2916",1029162,1
"2917",1029171,1
"2918",1029186,0
"2919",1029195,1
"2920",1029203,1
"2921",1029211,0
"2922",1029222,1
"2923",1029236,0
"2924",1029245,0
"2925",1029258,0
"2926",1029267,1
"2927",1029274,0
"2928",1029289,1
"2929",1029290,1
"2930",1029302,0
"2931",1029315,0
"2932",1029323,1
"2933",1029330,1
"2934",1029341,1
"2935",1029359,1
"2936",1029364,0
"2937",1029377,0
"2938",1029388,0
"2939",1029396,0
"2940",1029405,1
"2941",1029418,1
"2942",1029420,1
"2943",1029437,0
"2944",1029443,0
"2945",1029451,0
"2946",1029466,0
"2947",1029479,1
"2948",1029484,0
"2949",1029492,1
"2950",1029504,0
"2951",1029516,0
"2952",1029529,0
"2953",1029531,0
"2954",1029547,1
"2955",1029550,0
"2956",1029565,0
"2957",1029573,0
"2958",1029582,1
"2959",1029598,1
"2960",1029607,1
"2961",1029610,0
"2962",1029628,1
"2963",1029635,1
"2964",1029644,1
"2965",1029656,1
"2966",1029661,1
"2967",1029672,1
"2968",1029683,0
"2969",1029699,1
"2970",1029700,0
"2971",1029713,1
"2972",1029725,0
"2973",1029732,0
"2974",1029748,0
"2975",1029754,1
"2976",1029769,1
"2977",1029776,0
"2978",1029781,0
"2979",1029797,1
"2980",1029801,1
"2981",1029819,0
"2982",1029826,0
"2983",1029834,0
"2984",1029842,1
"2985",1029855,1
"2986",1029860,0
"2987",1029878,0
"2988",1029887,1
"2989",1029893,1
"2990",1029906,1
"2991",1029912,1
"2992",1029921,0
"2993",1029933,0
"2994",1029949,1
"2995",1029957,1
"2996",1029968,0
"2997",1029970,0
"2998",1029985,0
"2999",1029994,1
"3000",1030003,0
"3001",1030011,1
"3002",1030022,0
"3003",1030036,0
"3004",1030045,0
"3005",1030058,0
"3006",1030067,0
"3007",1030074,0
"3008",1030089,0
"3009",1030090,1
"3010",1030106,0
"3011",1030112,1
"3012",1030121,0
"3013",1030133,0
"3014",1030149,0
"3015",1030157,1
"3016",1030168,0
"3017",1030170,1
"3018",1030185,0
"3019",1030194,0
"3020",1030207,0
"3021",1030210,1
"3022",1030228,0
"3023",1030235,1
"3024",1030244,1
"3025",1030256,1
"3026",1030261,1
"3027",1030272,0
"3028",1030283,0
"3029",1030299,1
"3030",1030308,0
"3031",1030314,0
"3032",1030327,1
"3033",1030339,1
"3034",1030340,0
"3035",1030353,0
"3036",1030362,0
"3037",1030371,0
"3038",1030386,1
"3039",1030395,0
"3040",1030404,1
"3041",1030416,0
"3042",1030429,1
"3043",1030431,1
"3044",1030447,0
"3045",1030450,1
"3046",1030465,1
"3047",1030473,0
"3048",1030482,0
"3049",1030498,0
"3050",1030502,1
"3051",1030515,0
"3052",1030523,0
"3053",1030530,1
"3054",1030541,1
"3055",1030559,0
"3056",1030564,1
"3057",1030577,0
"3058",1030588,0
"3059",1030596,0
"3060",1030601,1
"3061",1030619,0
"3062",1030626,0
"3063",1030634,0
"3064",1030642,0
"3065",1030655,1
"3066",1030660,1
"3067",1030678,1
"3068",1030687,0
"3069",1030693,0
"3070",1030709,0
"3071",1030717,0
"3072",1030724,1
"3073",1030738,0
"3074",1030746,0
"3075",1030752,0
"3076",1030763,1
"3077",1030775,1
"3078",1030780,1
"3079",1030791,0
"3080",1030800,1
"3081",1030813,0
"3082",1030825,1
"3083",1030832,0
"3084",1030848,1
"3085",1030854,0
"3086",1030869,0
"3087",1030876,0
"3088",1030881,0
"3089",1030897,1
"3090",1030905,1
"3091",1030918,1
"3092",1030920,1
"3093",1030937,0
"3094",1030943,1
"3095",1030951,0
"3096",1030966,0
"3097",1030979,0
"3098",1030984,0
"3099",1030992,1
"3100",1031009,0
"3101",1031017,0
"3102",1031024,0
"3103",1031038,0
"3104",1031046,1
"3105",1031052,1
"3106",1031063,0
"3107",1031075,1
"3108",1031080,1
"3109",1031091,0
"3110",1031108,0
"3111",1031114,1
"3112",1031127,0
"3113",1031139,1
"3114",1031140,0
"3115",1031153,1
"3116",1031162,1
"3117",1031171,0
"3118",1031186,0
"3119",1031195,0
"3120",1031203,1
"3121",1031211,1
"3122",1031222,1
"3123",1031236,0
"3124",1031245,0
"3125",1031258,1
"3126",1031267,1
"3127",1031274,1
"3128",1031289,0
"3129",1031290,1
"3130",1031302,1
"3131",1031315,0
"3132",1031323,0
"3133",1031330,1
"3134",1031341,0
"3135",1031359,0
"3136",1031364,1
"3137",1031377,0
"3138",1031388,1
"3139",1031396,1
"3140",1031405,0
"3141",1031418,1
"3142",1031420,0
"3143",1031437,1
"3144",1031443,0
"3145",1031451,0
"3146",1031466,0
"3147",1031479,1
"3148",1031484,0
"3149",1031492,0
"3150",1031504,0
"3151",1031516,1
"3152",1031529,1
"3153",1031531,0
"3154",1031547,1
"3155",1031550,0
"3156",1031565,0
"3157",1031573,0
"3158",1031582,1
"3159",1031598,1
"3160",1031607,1
"3161",1031610,1
"3162",1031628,1
"3163",1031635,0
"3164",1031644,1
"3165",1031656,1
"3166",1031661,0
"3167",1031672,0
"3168",1031683,1
"3169",1031699,1
"3170",1031700,1
"3171",1031713,1
"3172",1031725,1
"3173",1031732,0
"3174",1031748,0
"3175",1031754,1
"3176",1031769,1
"3177",1031776,0
"3178",1031781,1
"3179",1031797,0
"3180",1031801,1
"3181",1031819,1
"3182",1031826,0
"3183",1031834,1
"3184",1031842,0
"3185",1031855,1
"3186",1031860,0
"3187",1031878,0
"3188",1031887,0
"3189",1031893,0
"3190",1031906,0
"3191",1031912,1
"3192",1031921,1
"3193",1031933,1
"3194",1031949,0
"3195",1031957,1
"3196",1031968,0
"3197",1031970,0
"3198",1031985,0
"3199",1031994,0
"3200",1032008,1
"3201",1032014,1
"3202",1032027,1
"3203",1032039,0
"3204",1032040,1
"3205",1032053,0
"3206",1032062,0
"3207",1032071,0
"3208",1032086,0
"3209",1032095,1
"3210",1032109,1
"3211",1032117,1
"3212",1032124,0
"3213",1032138,1
"3214",1032146,1
"3215",1032152,0
"3216",1032163,1
"3217",1032175,0
"3218",1032180,1
"3219",1032191,1
"3220",1032202,0
"3221",1032215,0
"3222",1032223,0
"3223",1032230,0
"3224",1032241,1
"3225",1032259,1
"3226",1032264,0
"3227",1032277,0
"3228",1032288,0
"3229",1032296,0
"3230",1032303,1
"3231",1032311,0
"3232",1032322,0
"3233",1032336,1
"3234",1032345,0
"3235",1032358,1
"3236",1032367,0
"3237",1032374,0
"3238",1032389,0
"3239",1032390,0
"3240",1032401,1
"3241",1032419,1
"3242",1032426,1
"3243",1032434,1
"3244",1032442,0
"3245",1032455,0
"3246",1032460,0
"3247",1032478,0
"3248",1032487,0
"3249",1032493,1
"3250",1032507,0
"3251",1032510,0
"3252",1032528,0
"3253",1032535,1
"3254",1032544,1
"3255",1032556,1
"3256",1032561,0
"3257",1032572,0
"3258",1032583,0
"3259",1032599,1
"3260",1032604,1
"3261",1032616,1
"3262",1032629,0
"3263",1032631,0
"3264",1032647,0
"3265",1032650,0
"3266",1032665,1
"3267",1032673,1
"3268",1032682,0
"3269",1032698,0
"3270",1032706,0
"3271",1032712,0
"3272",1032721,0
"3273",1032733,1
"3274",1032749,1
"3275",1032757,0
"3276",1032768,0
"3277",1032770,0
"3278",1032785,0
"3279",1032794,0
"3280",1032805,0
"3281",1032818,0
"3282",1032820,0
"3283",1032837,1
"3284",1032843,0
"3285",1032851,0
"3286",1032866,0
"3287",1032879,0
"3288",1032884,0
"3289",1032892,1
"3290",1032900,1
"3291",1032913,0
"3292",1032925,0
"3293",1032932,0
"3294",1032948,0
"3295",1032954,0
"3296",1032969,1
"3297",1032976,0
"3298",1032981,1
"3299",1032997,0
"3300",1033001,0
"3301",1033019,0
"3302",1033026,1
"3303",1033034,1
"3304",1033042,1
"3305",1033055,1
"3306",1033060,0
"3307",1033078,1
"3308",1033087,0
"3309",1033093,0
"3310",1033104,0
"3311",1033116,1
"3312",1033129,1
"3313",1033131,0
"3314",1033147,1
"3315",1033150,0
"3316",1033165,1
"3317",1033173,1
"3318",1033182,0
"3319",1033198,1
"3320",1033200,1
"3321",1033213,1
"3322",1033225,0
"3323",1033232,0
"3324",1033248,0
"3325",1033254,0
"3326",1033269,0
"3327",1033276,0
"3328",1033281,0
"3329",1033297,1
"3330",1033305,1
"3331",1033318,0
"3332",1033320,1
"3333",1033337,0
"3334",1033343,0
"3335",1033351,0
"3336",1033366,0
"3337",1033379,0
"3338",1033384,0
"3339",1033392,1
"3340",1033408,1
"3341",1033414,1
"3342",1033427,0
"3343",1033439,1
"3344",1033440,0
"3345",1033453,1
"3346",1033462,0
"3347",1033471,1
"3348",1033486,1
"3349",1033495,1
"3350",1033506,1
"3351",1033512,1
"3352",1033521,0
"3353",1033533,1
"3354",1033549,0
"3355",1033557,1
"3356",1033568,0
"3357",1033570,0
"3358",1033585,0
"3359",1033594,1
"3360",1033609,0
"3361",1033617,0
"3362",1033624,0
"3363",1033638,0
"3364",1033646,0
"3365",1033652,0
"3366",1033663,1
"3367",1033675,0
"3368",1033680,1
"3369",1033691,0
"3370",1033707,0
"3371",1033710,1
"3372",1033728,0
"3373",1033735,0
"3374",1033744,0
"3375",1033756,1
"3376",1033761,1
"3377",1033772,1
"3378",1033783,1
"3379",1033799,0
"3380",1033803,1
"3381",1033811,0
"3382",1033822,0
"3383",1033836,0
"3384",1033845,1
"3385",1033858,1
"3386",1033867,0
"3387",1033874,0
"3388",1033889,1
"3389",1033890,1
"3390",1033902,0
"3391",1033915,0
"3392",1033923,1
"3393",1033930,1
"3394",1033941,1
"3395",1033959,1
"3396",1033964,1
"3397",1033977,0
"3398",1033988,1
"3399",1033996,1
"3400",1034006,1
"3401",1034012,1
"3402",1034021,1
"3403",1034033,1
"3404",1034049,1
"3405",1034057,0
"3406",1034068,1
"3407",1034070,0
"3408",1034085,1
"3409",1034094,0
"3410",1034103,0
"3411",1034111,0
"3412",1034122,0
"3413",1034136,1
"3414",1034145,1
"3415",1034158,1
"3416",1034167,1
"3417",1034174,1
"3418",1034189,1
"3419",1034190,1
"3420",1034208,0
"3421",1034214,1
"3422",1034227,0
"3423",1034239,0
"3424",1034240,1
"3425",1034253,0
"3426",1034262,0
"3427",1034271,0
"3428",1034286,0
"3429",1034295,1
"3430",1034307,0
"3431",1034310,0
"3432",1034328,1
"3433",1034335,1
"3434",1034344,1
"3435",1034356,1
"3436",1034361,0
"3437",1034372,0
"3438",1034383,1
"3439",1034399,1
"3440",1034400,1
"3441",1034413,0
"3442",1034425,0
"3443",1034432,0
"3444",1034448,1
"3445",1034454,0
"3446",1034469,1
"3447",1034476,1
"3448",1034481,1
"3449",1034497,1
"3450",1034501,1
"3451",1034519,1
"3452",1034526,1
"3453",1034534,0
"3454",1034542,0
"3455",1034555,0
"3456",1034560,1
"3457",1034578,0
"3458",1034587,0
"3459",1034593,0
"3460",1034602,1
"3461",1034615,0
"3462",1034623,1
"3463",1034630,0
"3464",1034641,1
"3465",1034659,0
"3466",1034664,1
"3467",1034677,0
"3468",1034688,0
"3469",1034696,0
"3470",1034705,1
"3471",1034718,1
"3472",1034720,1
"3473",1034737,0
"3474",1034743,0
"3475",1034751,0
"3476",1034766,0
"3477",1034779,0
"3478",1034784,0
"3479",1034792,0
"3480",1034804,1
"3481",1034816,1
"3482",1034829,0
"3483",1034831,1
"3484",1034847,0
"3485",1034850,0
"3486",1034865,1
"3487",1034873,0
"3488",1034882,0
"3489",1034898,0
"3490",1034909,1
"3491",1034917,0
"3492",1034924,0
"3493",1034938,0
"3494",1034946,1
"3495",1034952,1
"3496",1034963,0
"3497",1034975,0
"3498",1034980,0
"3499",1034991,0
"3500",1035005,0
"3501",1035018,1
"3502",1035020,1
"3503",1035037,0
"3504",1035043,0
"3505",1035051,0
"3506",1035066,1
"3507",1035079,0
"3508",1035084,1
"3509",1035092,1
"3510",1035107,0
"3511",1035110,0
"3512",1035128,1
"3513",1035135,0
"3514",1035144,1
"3515",1035156,0
"3516",1035161,0
"3517",1035172,1
"3518",1035183,1
"3519",1035199,0
"3520",1035206,1
"3521",1035212,0
"3522",1035221,0
"3523",1035233,0
"3524",1035249,1
"3525",1035257,1
"3526",1035268,0
"3527",1035270,1
"3528",1035285,0
"3529",1035294,0
"3530",1035301,1
"3531",1035319,0
"3532",1035326,1
"3533",1035334,0
"3534",1035342,1
"3535",1035355,1
"3536",1035360,1
"3537",1035378,1
"3538",1035387,0
"3539",1035393,1
"3540",1035409,1
"3541",1035417,1
"3542",1035424,0
"3543",1035438,0
"3544",1035446,0
"3545",1035452,1
"3546",1035463,0
"3547",1035475,1
"3548",1035480,1
"3549",1035491,0
"3550",1035500,0
"3551",1035513,1
"3552",1035525,0
"3553",1035532,1
"3554",1035548,0
"3555",1035554,1
"3556",1035569,1
"3557",1035576,0
"3558",1035581,1
"3559",1035597,0
"3560",1035608,1
"3561",1035614,1
"3562",1035627,1
"3563",1035639,1
"3564",1035640,1
"3565",1035653,1
"3566",1035662,0
"3567",1035671,0
"3568",1035686,1
"3569",1035695,1
"3570",1035704,1
"3571",1035716,0
"3572",1035729,0
"3573",1035731,0
"3574",1035747,1
"3575",1035750,0
"3576",1035765,0
"3577",1035773,0
"3578",1035782,0
"3579",1035798,0
"3580",1035802,0
"3581",1035815,1
"3582",1035823,1
"3583",1035830,1
"3584",1035841,0
"3585",1035859,0
"3586",1035864,1
"3587",1035877,0
"3588",1035888,0
"3589",1035896,1
"3590",1035903,0
"3591",1035911,0
"3592",1035922,1
"3593",1035936,0
"3594",1035945,1
"3595",1035958,0
"3596",1035967,0
"3597",1035974,1
"3598",1035989,1
"3599",1035990,0
"3600",1036004,1
"3601",1036016,0
"3602",1036029,1
"3603",1036031,0
"3604",1036047,1
"3605",1036050,0
"3606",1036065,1
"3607",1036073,1
"3608",1036082,1
"3609",1036098,1
"3610",1036101,1
"3611",1036119,0
"3612",1036126,1
"3613",1036134,0
"3614",1036142,0
"3615",1036155,0
"3616",1036160,1
"3617",1036178,0
"3618",1036187,1
"3619",1036193,0
"3620",1036205,1
"3621",1036218,0
"3622",1036220,0
"3623",1036237,0
"3624",1036243,0
"3625",1036251,0
"3626",1036266,1
"3627",1036279,0
"3628",1036284,0
"3629",1036292,0
"3630",1036300,0
"3631",1036313,1
"3632",1036325,0
"3633",1036332,0
"3634",1036348,0
"3635",1036354,1
"3636",1036369,1
"3637",1036376,1
"3638",1036381,1
"3639",1036397,0
"3640",1036403,1
"3641",1036411,0
"3642",1036422,1
"3643",1036436,1
"3644",1036445,1
"3645",1036458,0
"3646",1036467,1
"3647",1036474,0
"3648",1036489,0
"3649",1036490,0
"3650",1036509,0
"3651",1036517,1
"3652",1036524,0
"3653",1036538,0
"3654",1036546,0
"3655",1036552,0
"3656",1036563,0
"3657",1036575,1
"3658",1036580,0
"3659",1036591,0
"3660",1036606,1
"3661",1036612,0
"3662",1036621,0
"3663",1036633,1
"3664",1036649,1
"3665",1036657,1
"3666",1036668,0
"3667",1036670,1
"3668",1036685,0
"3669",1036694,1
"3670",1036702,0
"3671",1036715,1
"3672",1036723,1
"3673",1036730,0
"3674",1036741,0
"3675",1036759,0
"3676",1036764,0
"3677",1036777,1
"3678",1036788,0
"3679",1036796,0
"3680",1036808,1
"3681",1036814,0
"3682",1036827,1
"3683",1036839,0
"3684",1036840,1
"3685",1036853,0
"3686",1036862,0
"3687",1036871,0
"3688",1036886,0
"3689",1036895,0
"3690",1036907,0
"3691",1036910,0
"3692",1036928,0
"3693",1036935,0
"3694",1036944,0
"3695",1036956,1
"3696",1036961,0
"3697",1036972,1
"3698",1036983,1
"3699",1036999,1
"3700",1037000,1
"3701",1037013,0
"3702",1037025,0
"3703",1037032,1
"3704",1037048,0
"3705",1037054,1
"3706",1037069,0
"3707",1037076,0
"3708",1037081,0
"3709",1037097,1
"3710",1037102,1
"3711",1037115,0
"3712",1037123,1
"3713",1037130,0
"3714",1037141,0
"3715",1037159,1
"3716",1037164,0
"3717",1037177,1
"3718",1037188,0
"3719",1037196,0
"3720",1037209,0
"3721",1037217,0
"3722",1037224,1
"3723",1037238,0
"3724",1037246,0
"3725",1037252,0
"3726",1037263,1
"3727",1037275,0
"3728",1037280,0
"3729",1037291,0
"3730",1037304,1
"3731",1037316,0
"3732",1037329,0
"3733",1037331,0
"3734",1037347,1
"3735",1037350,1
"3736",1037365,0
"3737",1037373,0
"3738",1037382,1
"3739",1037398,0
"3740",1037406,0
"3741",1037412,0
"3742",1037421,0
"3743",1037433,1
"3744",1037449,1
"3745",1037457,0
"3746",1037468,1
"3747",1037470,1
"3748",1037485,1
"3749",1037494,1
"3750",1037505,1
"3751",1037518,1
"3752",1037520,1
"3753",1037537,1
"3754",1037543,1
"3755",1037551,0
"3756",1037566,0
"3757",1037579,0
"3758",1037584,0
"3759",1037592,1
"3760",1037603,1
"3761",1037611,0
"3762",1037622,0
"3763",1037636,0
"3764",1037645,0
"3765",1037658,0
"3766",1037667,0
"3767",1037674,0
"3768",1037689,1
"3769",1037690,0
"3770",1037701,1
"3771",1037719,1
"3772",1037726,1
"3773",1037734,1
"3774",1037742,0
"3775",1037755,1
"3776",1037760,0
"3777",1037778,0
"3778",1037787,1
"3779",1037793,0
"3780",1037807,0
"3781",1037810,1
"3782",1037828,0
"3783",1037835,0
"3784",1037844,0
"3785",1037856,1
"3786",1037861,0
"3787",1037872,0
"3788",1037883,0
"3789",1037899,0
"3790",1037908,0
"3791",1037914,0
"3792",1037927,1
"3793",1037939,0
"3794",1037940,0
"3795",1037953,0
"3796",1037962,1
"3797",1037971,0
"3798",1037986,0
"3799",1037995,1
"3800",1038002,0
"3801",1038015,1
"3802",1038023,0
"3803",1038030,0
"3804",1038041,1
"3805",1038059,0
"3806",1038064,0
"3807",1038077,1
"3808",1038088,0
"3809",1038096,1
"3810",1038100,0
"3811",1038113,1
"3812",1038125,0
"3813",1038132,0
"3814",1038148,1
"3815",1038154,1
"3816",1038169,0
"3817",1038176,1
"3818",1038181,1
"3819",1038197,0
"3820",1038204,0
"3821",1038216,0
"3822",1038229,0
"3823",1038231,0
"3824",1038247,1
"3825",1038250,0
"3826",1038265,0
"3827",1038273,1
"3828",1038282,0
"3829",1038298,0
"3830",1038309,0
"3831",1038317,1
"3832",1038324,0
"3833",1038338,1
"3834",1038346,0
"3835",1038352,1
"3836",1038363,1
"3837",1038375,1
"3838",1038380,1
"3839",1038391,1
"3840",1038407,0
"3841",1038410,0
"3842",1038428,0
"3843",1038435,0
"3844",1038444,0
"3845",1038456,1
"3846",1038461,1
"3847",1038472,0
"3848",1038483,1
"3849",1038499,1
"3850",1038503,1
"3851",1038511,0
"3852",1038522,0
"3853",1038536,0
"3854",1038545,0
"3855",1038558,1
"3856",1038567,0
"3857",1038574,1
"3858",1038589,0
"3859",1038590,0
"3860",1038605,1
"3861",1038618,0
"3862",1038620,1
"3863",1038637,1
"3864",1038643,1
"3865",1038651,1
"3866",1038666,0
"3867",1038679,1
"3868",1038684,0
"3869",1038692,0
"3870",1038708,1
"3871",1038714,1
"3872",1038727,1
"3873",1038739,0
"3874",1038740,0
"3875",1038753,0
"3876",1038762,1
"3877",1038771,0
"3878",1038786,0
"3879",1038795,1
"3880",1038806,0
"3881",1038812,1
"3882",1038821,0
"3883",1038833,0
"3884",1038849,0
"3885",1038857,1
"3886",1038868,1
"3887",1038870,1
"3888",1038885,0
"3889",1038894,1
"3890",1038901,0
"3891",1038919,1
"3892",1038926,0
"3893",1038934,1
"3894",1038942,0
"3895",1038955,0
"3896",1038960,0
"3897",1038978,1
"3898",1038987,0
"3899",1038993,0
"3900",1039007,1
"3901",1039010,0
"3902",1039028,1
"3903",1039035,0
"3904",1039044,0
"3905",1039056,1
"3906",1039061,0
"3907",1039072,1
"3908",1039083,0
"3909",1039099,1
"3910",1039105,1
"3911",1039118,0
"3912",1039120,0
"3913",1039137,0
"3914",1039143,0
"3915",1039151,0
"3916",1039166,1
"3917",1039179,1
"3918",1039184,0
"3919",1039192,0
"3920",1039201,1
"3921",1039219,0
"3922",1039226,0
"3923",1039234,0
"3924",1039242,0
"3925",1039255,1
"3926",1039260,1
"3927",1039278,0
"3928",1039287,1
"3929",1039293,1
"3930",1039306,1
"3931",1039312,1
"3932",1039321,1
"3933",1039333,1
"3934",1039349,0
"3935",1039357,1
"3936",1039368,0
"3937",1039370,0
"3938",1039385,1
"3939",1039394,0
"3940",1039402,0
"3941",1039415,1
"3942",1039423,0
"3943",1039430,0
"3944",1039441,1
"3945",1039459,0
"3946",1039464,1
"3947",1039477,1
"3948",1039488,0
"3949",1039496,0
"3950",1039508,0
"3951",1039514,0
"3952",1039527,1
"3953",1039539,1
"3954",1039540,0
"3955",1039553,1
"3956",1039562,1
"3957",1039571,0
"3958",1039586,1
"3959",1039595,1
"3960",1039600,1
"3961",1039613,0
"3962",1039625,1
"3963",1039632,0
"3964",1039648,0
"3965",1039654,0
"3966",1039669,1
"3967",1039676,0
"3968",1039681,1
"3969",1039697,1
"3970",1039703,1
"3971",1039711,0
"3972",1039722,1
"3973",1039736,1
"3974",1039745,0
"3975",1039758,1
"3976",1039767,0
"3977",1039774,1
"3978",1039789,1
"3979",1039790,1
"3980",1039809,0
"3981",1039817,1
"3982",1039824,1
"3983",1039838,0
"3984",1039846,0
"3985",1039852,0
"3986",1039863,0
"3987",1039875,0
"3988",1039880,1
"3989",1039891,1
"3990",1039904,1
"3991",1039916,1
"3992",1039929,1
"3993",1039931,1
"3994",1039947,0
"3995",1039950,0
"3996",1039965,0
"3997",1039973,1
"3998",1039982,1
"3999",1039998,0
"4000",1040008,1
"4001",1040014,0
"4002",1040027,1
"4003",1040039,0
"4004",1040040,1
"4005",1040053,1
"4006",1040062,0
"4007",1040071,1
"4008",1040086,0
"4009",1040095,1
"4010",1040109,1
"4011",1040117,0
"4012",1040124,1
"4013",1040138,0
"4014",1040146,0
"4015",1040152,0
"4016",1040163,0
"4017",1040175,1
"4018",1040180,1
"4019",1040191,0
"4020",1040202,1
"4021",1040215,0
"4022",1040223,1
"4023",1040230,1
"4024",1040241,1
"4025",1040259,0
"4026",1040264,0
"4027",1040277,1
"4028",1040288,1
"4029",1040296,0
"4030",1040303,0
"4031",1040311,0
"4032",1040322,0
"4033",1040336,1
"4034",1040345,1
"4035",1040358,1
"4036",1040367,1
"4037",1040374,1
"4038",1040389,0
"4039",1040390,0
"4040",1040401,1
"4041",1040419,0
"4042",1040426,0
"4043",1040434,0
"4044",1040442,0
"4045",1040455,0
"4046",1040460,1
"4047",1040478,0
"4048",1040487,1
"4049",1040493,0
"4050",1040507,1
"4051",1040510,1
"4052",1040528,0
"4053",1040535,1
"4054",1040544,0
"4055",1040556,0
"4056",1040561,0
"4057",1040572,0
"4058",1040583,0
"4059",1040599,1
"4060",1040604,0
"4061",1040616,0
"4062",1040629,1
"4063",1040631,0
"4064",1040647,0
"4065",1040650,0
"4066",1040665,1
"4067",1040673,1
"4068",1040682,1
"4069",1040698,0
"4070",1040706,1
"4071",1040712,0
"4072",1040721,1
"4073",1040733,0
"4074",1040749,1
"4075",1040757,1
"4076",1040768,1
"4077",1040770,0
"4078",1040785,0
"4079",1040794,0
"4080",1040805,0
"4081",1040818,0
"4082",1040820,0
"4083",1040837,0
"4084",1040843,1
"4085",1040851,1
"4086",1040866,0
"4087",1040879,0
"4088",1040884,0
"4089",1040892,1
"4090",1040900,1
"4091",1040913,0
"4092",1040925,0
"4093",1040932,1
"4094",1040948,1
"4095",1040954,0
"4096",1040969,1
"4097",1040976,1
"4098",1040981,1
"4099",1040997,0
"4100",1041006,0
"4101",1041012,1
"4102",1041021,1
"4103",1041033,0
"4104",1041049,0
"4105",1041057,0
"4106",1041068,1
"4107",1041070,0
"4108",1041085,0
"4109",1041094,0
"4110",1041103,0
"4111",1041111,1
"4112",1041122,0
"4113",1041136,1
"4114",1041145,0
"4115",1041158,1
"4116",1041167,0
"4117",1041174,1
"4118",1041189,0
"4119",1041190,0
"4120",1041208,1
"4121",1041214,0
"4122",1041227,1
"4123",1041239,1
"4124",1041240,0
"4125",1041253,0
"4126",1041262,1
"4127",1041271,0
"4128",1041286,1
"4129",1041295,1
"4130",1041307,0
"4131",1041310,1
"4132",1041328,1
"4133",1041335,0
"4134",1041344,0
"4135",1041356,0
"4136",1041361,0
"4137",1041372,1
"4138",1041383,1
"4139",1041399,0
"4140",1041400,1
"4141",1041413,0
"4142",1041425,0
"4143",1041432,1
"4144",1041448,1
"4145",1041454,1
"4146",1041469,1
"4147",1041476,1
"4148",1041481,0
"4149",1041497,1
"4150",1041501,0
"4151",1041519,0
"4152",1041526,1
"4153",1041534,0
"4154",1041542,1
"4155",1041555,0
"4156",1041560,0
"4157",1041578,0
"4158",1041587,0
"4159",1041593,0
"4160",1041602,1
"4161",1041615,1
"4162",1041623,1
"4163",1041630,0
"4164",1041641,0
"4165",1041659,1
"4166",1041664,1
"4167",1041677,1
"4168",1041688,0
"4169",1041696,1
"4170",1041705,1
"4171",1041718,0
"4172",1041720,0
"4173",1041737,1
"4174",1041743,1
"4175",1041751,1
"4176",1041766,1
"4177",1041779,1
"4178",1041784,0
"4179",1041792,0
"4180",1041804,1
"4181",1041816,0
"4182",1041829,1
"4183",1041831,0
"4184",1041847,1
"4185",1041850,1
"4186",1041865,1
"4187",1041873,1
"4188",1041882,1
"4189",1041898,0
"4190",1041909,1
"4191",1041917,1
"4192",1041924,0
"4193",1041938,0
"4194",1041946,1
"4195",1041952,1
"4196",1041963,0
"4197",1041975,1
"4198",1041980,1
"4199",1041991,1
"4200",1042003,0
"4201",1042011,1
"4202",1042022,1
"4203",1042036,1
"4204",1042045,0
"4205",1042058,0
"4206",1042067,1
"4207",1042074,0
"4208",1042089,0
"4209",1042090,1
"4210",1042106,0
"4211",1042112,1
"4212",1042121,0
"4213",1042133,0
"4214",1042149,0
"4215",1042157,1
"4216",1042168,0
"4217",1042170,0
"4218",1042185,1
"4219",1042194,1
"4220",1042207,1
"4221",1042210,0
"4222",1042228,1
"4223",1042235,1
"4224",1042244,0
"4225",1042256,0
"4226",1042261,1
"4227",1042272,0
"4228",1042283,0
"4229",1042299,0
"4230",1042308,1
"4231",1042314,1
"4232",1042327,0
"4233",1042339,1
"4234",1042340,0
"4235",1042353,0
"4236",1042362,1
"4237",1042371,0
"4238",1042386,0
"4239",1042395,1
"4240",1042404,0
"4241",1042416,1
"4242",1042429,0
"4243",1042431,0
"4244",1042447,1
"4245",1042450,0
"4246",1042465,0
"4247",1042473,1
"4248",1042482,1
"4249",1042498,1
"4250",1042502,1
"4251",1042515,1
"4252",1042523,0
"4253",1042530,0
"4254",1042541,0
"4255",1042559,1
"4256",1042564,1
"4257",1042577,1
"4258",1042588,0
"4259",1042596,0
"4260",1042601,0
"4261",1042619,0
"4262",1042626,0
"4263",1042634,0
"4264",1042642,0
"4265",1042655,0
"4266",1042660,1
"4267",1042678,0
"4268",1042687,1
"4269",1042693,1
"4270",1042709,0
"4271",1042717,0
"4272",1042724,1
"4273",1042738,0
"4274",1042746,1
"4275",1042752,1
